Name	control	control	control	IPF	IPF	IPF
RP11-34P13.7	0.339149814581944	0.23815220738016699	0.268821477514215	0.26715479764507	0.827540348844101	0.158125293786648
FO538757.3	0.0	0.0838287974897377	0.0	0.0	0.0682113765568963	0.0
FO538757.2	4.90687924946869	5.21936861459142	4.32050524802275	5.068204013126089	5.55444363442261	5.14108624477612
AP006222.2	3.46369509366615	3.3181796047984804	3.7760028402829504	4.049853692724771	4.25607552934356	4.13934656226279
RP4-669L17.10	0.932521426336388	0.621471058113941	0.8633778088356049	1.3936672389551699	1.6009714532798303	1.85052544370462
RP5-857K21.4	0.10529911908604302	0.442505165054285	0.34834305275195004	0.13975246890811902	0.195660319340832	0.081227960978376
RP5-857K21.2	0.0	0.0	0.0952822775275567	0.0	0.0	0.0
RP11-206L10.9	2.27014876297341	2.7013460493410597	1.9766567130152601	2.9087799848372002	3.3296698010737904	2.4178817922001805
FAM87B	0.0	0.0	0.0	0.13975246890811902	0.195660319340832	0.0
LINC00115	1.80680832083294	0.5642474908283329	1.54185347818609	1.08329970209994	2.13393339444354	1.35827755545248
FAM41C	3.2678029729877798	2.5024595904751403	3.6793643689366204	3.5459915385906897	3.5721155491917003	3.31865053199325
RP11-54O7.16	0.0536100400921607	0.0	0.0	0.0	0.0	0.0
RP11-54O7.1	0.250104793693357	0.0838287974897377	0.563569000498759	0.26715479764507	0.0682113765568963	0.158125293786648
RP11-54O7.2	0.0536100400921607	0.0	0.0	0.13975246890811902	0.0	0.0
RP11-54O7.3	0.155200152266729	0.163052993844086	0.18465964580880298	0.0	0.133342759446993	0.0
SAMD11	0.749711539278543	0.830053350234792	1.60797279577279	1.86576756196768	0.312758521810984	0.081227960978376
NOC2L	4.69760054251482	4.14987408635106	4.556463381934281	4.8206848306387196	4.6913915329288605	4.9756727009370305
KLHL17	1.01591491377486	1.01225337914044	1.39976486685129	1.55218294681027	1.3224463698459898	1.07069441824909
PLEKHN1	1.51352929678384	0.442505165054285	1.1563573342583602	1.1509449068356101	1.3501092719982202	1.7043436426886898
PERM1	0.46319031410739003	0.621471058113941	1.01729203628649	0.26715479764507	0.0682113765568963	0.7613000416386619
RP11-54O7.17	0.613552206484743	0.5642474908283329	1.06515212255724	2.25202037502407	1.3224463698459898	1.45288182513334
HES4	6.08042679637305	3.4816336534837204	6.3738097876425	7.294918949330371	6.5621116900985195	6.099935550526499
ISG15	4.639619895542981	3.74245799236587	4.02016369380106	6.65074041744815	5.6810078393834	5.69148806154222
RP11-54O7.11	0.0	0.0838287974897377	0.0	0.13975246890811902	0.0	0.081227960978376
AGRN	5.60366326497443	4.7846710384599405	5.49958490658715	5.509431079376349	5.47657771611124	5.250491410932541
RP11-54O7.18	0.0	0.0	0.0	0.0	0.0682113765568963	0.0
RNF223	3.1740938693362004	1.68419004735383	2.5308719004721603	2.55639789175088	4.07728333470829	3.8400770430938502
C1orf159	2.3473083624789903	2.5474467771521803	2.66115755176916	2.67603081271268	2.60494608768521	2.5378435523675598
LINC01342	0.155200152266729	0.0	0.0952822775275567	0.0	0.255397147916379	0.0
RP11-465B22.8	1.12009954256116	0.729528482901778	1.1998850799378302	3.5077996327545	3.04656281807266	2.67499940819081
TTLL10-AS1	0.339149814581944	0.621471058113941	0.0952822775275567	0.38421365292526394	0.521799192986131	0.4302945613923
TTLL10	4.63303137316091	2.79137104338696	4.42048559581543	6.4505293617490995	6.42251128219376	6.116890594303991
TNFRSF18	0.648815602531409	1.2117562028525801	0.808194298631155	2.82842124071819	1.5301840590256501	2.14312191404004
TNFRSF4	0.10529911908604302	1.2844242211260402	0.0952822775275567	2.86916004260916	0.0	0.366913091582336
SDF4	5.89736792238363	5.91381247922938	5.8514000397539805	6.098863171571501	5.851590088167209	5.90872825604172
B3GALT6	2.91639162217792	2.63341951059846	3.25312713515962	3.0033160045046	3.04656281807266	2.89315064484922
FAM132A	0.42301690148294	0.163052993844086	0.0	0.38421365292526394	0.521799192986131	0.6591766521895439
RP5-902P8.12	0.0536100400921607	0.0838287974897377	0.268821477514215	0.26715479764507	0.0682113765568963	0.081227960978376
UBE2J2	4.703901319543251	4.8248158354925	5.08356500715295	4.78918727393803	5.10463399122478	4.80384296235501
RP5-902P8.10	0.0536100400921607	0.0	0.18465964580880298	0.0	0.195660319340832	0.158125293786648
SCNN1D	0.749711539278543	0.6765112176950819	0.8633778088356049	1.5012553345096498	1.04624909340495	1.03035446187027
ACAP3	3.1980979335764106	2.5621360769102797	3.41885994469953	3.2850444170468	3.1366815690921404	3.0924365859497596
PUSL1	3.2734625163857998	3.04248114001773	2.9685406558862297	3.66645533282927	3.61265079070727	3.49945355350603
CPSF3L	4.91595381466038	4.65706476534208	5.07482396598331	5.26039450865273	5.46080444073225	5.37652234400189
CPTP	3.43368100900953	3.1338119016929	3.51676960573325	3.8404436410657103	3.58962743669987	3.48460062406054
TAS1R3	0.29531419198187603	0.163052993844086	0.42370942490085	0.4924831677115639	0.133342759446993	0.081227960978376
DVL1	3.8097635238260903	3.08378794465843	3.6793643689366204	3.8907760349931197	3.73834616439519	3.81060508516544
MXRA8	1.33018433668298	2.47166938673131	0.628722509390744	3.25461672699249	1.1123570156086497	0.491008302434669
AURKAIP1	7.1106130555428395	6.527260967471991	6.93616876113577	7.315332624238759	7.2847679746905	7.24565582629653
CCNL2	5.3805993705142	5.0103187684777	5.43957015402921	5.1897814432684495	5.23461502376614	5.259244782110019
MRPL20	7.161097198781	6.68153481071082	6.884584255319071	7.252241847056331	7.32365872391667	7.20659027831918
RP4-758J18.13	0.339149814581944	0.0838287974897377	0.8633778088356049	0.8589585743447	0.660830867027224	0.946124315331734
ANKRD65	5.72840635835517	4.775246037436981	5.22195377577403	5.85954016587425	6.197354893321441	6.212385998405
RP4-758J18.7	0.0	0.0	0.0	0.0	0.0682113765568963	0.0
RP4-758J18.10	0.577405234913255	0.968814867746885	0.34834305275195004	1.27740458441958	2.06882928136057	2.2347340477743103
VWA1	5.18578268958238	5.039480386384589	5.01210727537383	4.46968694205056	4.70752158247548	5.14108624477612
ATAD3C	4.13913949912627	4.5245864624044	4.60584079412079	2.8891060170409304	3.3296698010737904	3.7805184841597903
ATAD3B	3.1619403861872297	2.63341951059846	3.3815419867196	3.2850444170468	3.65207817453358	3.61307352957064
ATAD3A	3.5640840079910396	2.7145558372171097	3.53387887962632	4.04096631419755	4.08964391866459	4.30491024511943
TMEM240	0.20343271994531303	0.37755140004651794	0.34834305275195004	0.13975246890811902	0.195660319340832	0.081227960978376
SSU72	6.88290272520147	6.6731014990961395	6.83367969117831	7.04783771089675	7.15551243498899	7.18493176970199
RP5-832C2.5	2.7477447899653598	1.99687693500641	3.18976990431122	2.08913007777903	2.38189198724241	1.6784723229773602
AL645728.1	0.0	0.0	0.0	0.13975246890811902	0.0	0.0
C1orf233	1.8679395416799798	2.0183412611142	2.22860874989931	1.1509449068356101	0.660830867027224	0.9888540117510181
RP11-345P4.9	3.0738725198189103	3.12394491092096	3.4280405332984	2.5056214967858903	3.221500440303	3.31865053199325
MIB2	4.0822352917582405	3.81783961599649	4.52685964443185	4.48287248874756	4.48542066168004	4.43807764208917
MMP23B	1.37298852275845	1.2117562028525801	1.1114753420472099	2.9848978899530696	0.9769658564748359	1.14814039709166
CDK11B	5.20663955677323	4.48273483667982	4.23416559088274	4.54705096504117	4.688685570566281	4.56705254828231
RP11-345P4.10	1.09475020926387	0.729528482901778	0.691060324208281	0.8589585743447	1.1123570156086497	0.9888540117510181
SLC35E2B	4.482351816378929	4.10543664070736	4.21307678807402	4.4496798754530005	4.86442084129951	4.4457665848329
RP11-345P4.7	0.20343271994531303	0.0	0.0952822775275567	0.38421365292526394	0.195660319340832	0.23113048957478102
CDK11A	4.5723402057490095	3.7098481470915403	3.49071912917671	3.5585007553398103	3.87315690723518	3.50682306596529
SLC35E2	1.06894748917151	0.6765112176950819	0.967789596134843	1.33670675413868	1.5301840590256501	1.42203125968685
NADK	4.66136683396842	3.9183074035179706	4.47465280613206	4.35245980072035	4.18872706030842	4.19970640206391
GNB1	5.8900185322050795	5.25822590379452	5.28646883290671	6.0553941694245195	5.94865157525607	5.889123565444269
RP1-140A9.1	0.46319031410739003	0.0838287974897377	0.268821477514215	0.937679337091239	0.421061693344082	0.491008302434669
CALML6	0.0536100400921607	0.0838287974897377	0.0	0.593191549854451	0.0	0.23113048957478102
TMEM52	2.0635480810946	1.9304986789408898	2.4963753226032597	3.45525159977285	3.28737022354564	3.05270840093756
CFAP74	4.6849158292642805	2.40804457917175	3.9707613941244198	5.49323291145695	5.7370857366363	5.57010599021967
RP11-547D24.1	0.0536100400921607	0.0838287974897377	0.18465964580880298	0.13975246890811902	0.0	0.081227960978376
GABRD	0.0536100400921607	0.0838287974897377	0.0952822775275567	0.4924831677115639	0.255397147916379	0.081227960978376
RP11-547D24.3	0.20343271994531303	0.0	0.0	0.13975246890811902	0.36792615942924395	0.081227960978376
PRKCZ	5.944247506488731	5.174664219972589	5.52761407165613	4.746091418209001	4.87636069904988	4.99151893910196
RP5-892K4.1	2.2814274525501803	1.68419004735383	2.11950422272915	0.7756932399312	1.55416785261729	1.51267169044242
RP11-181G12.2	0.0536100400921607	0.6765112176950819	0.18465964580880298	0.38421365292526394	0.0682113765568963	0.23113048957478102
FAAP20	5.99394298790903	6.3587056216677995	6.08407794965842	6.29662925564057	6.24510102928687	6.02620844973888
RP11-181G12.4	0.20343271994531303	0.0	0.18465964580880298	0.0	0.255397147916379	0.0
SKI	3.87822009752011	4.34936177642726	3.6793643689366204	4.55955103882959	4.37530067728174	4.12505128464683
MORN1	4.4402020143699	2.5024595904751403	3.91960724227158	5.05502185415209	5.59547141811332	5.0831064581362595
RER1	6.4538231383627105	6.0120385666645895	6.219779073401151	6.48370265927789	6.62856533561574	6.48566369738473
PEX10	3.97169763533853	3.5642182088791903	3.72477234784132	3.9678247181894797	4.1616627560644295	4.0310687034359995
PLCH2	1.95503792360318	0.6765112176950819	2.9685406558862297	3.8607877973949902	3.8587851352121203	3.5287083923667697
PANK4	2.38961482192759	2.8994302734425497	2.0258609475086997	2.65288471654322	2.34111763049921	2.5233826072707997
HES5	0.42301690148294	0.0	0.34834305275195004	0.13975246890811902	0.312758521810984	0.491008302434669
